symbol,direction,entry_price,exit_price,entry_bar,exit_bar,shares,pnl,exit_reason,predicted_return,actual_return,confidence,correct_direction,is_exploration,entry_source,regime_at_entry,regime_at_exit,mfe,mae,bars_held_at_exit,time_in_trade_seconds,closed_at
WMT,1.0,128.068,128.15,0,0,10,0.82,failure_to_follow,0.0,0.00064,0.0907,True,False,,,,0.0,0.0,0,0.0,
WMT,1.0,127.96,122.7,0,0,42,-220.92,stop_loss,0.0,-0.041107,0.2945,False,False,,,,0.0,0.0,0,0.0,
WMT,1.0,122.6056,122.44,0,0,43,-7.12,failure_to_follow,0.0,-0.001351,0.3433,False,False,,,,0.0,0.0,0,0.0,
WMT,1.0,122.86,122.82,0,0,43,-1.72,failure_to_follow,0.0,-0.000326,0.6055,False,False,,,,0.0,0.0,0,0.0,
WMT,1.0,123.0193,123.04,0,0,43,0.89,failure_to_follow,0.0,0.000168,0.4732,True,False,,,,0.0,0.0,0,0.0,
WMT,1.0,123.63,123.63,0,0,43,0.0,failure_to_follow,0.0,0.0,0.5497,False,False,,,,0.0,0.0,0,0.0,
NFLX,1.0,98.7926,98.1944,0,0,54,-32.3,ml_reversal,0.0,-0.006055,0.6574,False,False,,,,0.0,0.0,0,0.0,
NFLX,1.0,98.37,98.2224,0,0,54,-7.97,failure_to_follow,0.0,-0.001501,0.592,False,False,,,,0.0,0.0,0,0.0,
NFLX,1.0,99.0678,98.6719,0,0,54,-21.38,ml_reversal,0.0,-0.003996,0.5593,False,False,,,,0.0,0.0,0,0.0,
NFLX,1.0,98.46,98.63,0,0,1,0.17,stop_loss,0.0,0.001727,0.271,True,False,,,,0.0,0.0,0,0.0,
NFLX,1.0,98.36,98.98,0,0,33,20.46,stop_loss,0.0,0.006303,0.3632,True,False,,,,0.0,0.0,0,0.0,
NFLX,1.0,98.49,98.53,0,0,16,0.64,failure_to_follow,0.0,0.000406,0.7,True,False,,,,0.0,0.0,0,0.0,
NFLX,1.0,98.73,98.8214,0,0,5,0.46,ml_reversal,0.0,0.000926,0.7,True,False,,,,0.0,0.0,0,0.0,
NFLX,1.0,98.85,98.77,0,0,33,-2.64,stop_loss,0.0,-0.000809,0.3668,False,False,,,,0.0,0.0,0,0.0,
AVGO,1.0,321.66,321.6313,0,0,16,-0.46,failure_to_follow,0.0,-8.9e-05,0.6352,False,False,,,,0.0,0.0,0,0.0,
AVGO,1.0,322.03,320.05,0,0,16,-31.68,stop_loss,0.0,-0.006148,0.2877,False,False,,,,0.0,0.0,0,0.0,
AVGO,1.0,321.57,320.54,0,0,16,-16.48,stop_loss,0.0,-0.003203,0.6026,False,False,,,,0.0,0.0,0,0.0,
AVGO,1.0,328.4,333.0057,0,0,16,73.69,ml_reversal,0.0,0.014025,0.6086,True,False,,,,0.0,0.0,0,0.0,
AVGO,1.0,333.4325,331.94,0,0,8,-11.94,stop_loss,0.0,-0.004476,0.7,False,False,,,,0.0,0.0,0,0.0,
AVGO,1.0,328.04,327.97,0,0,16,-1.12,ml_reversal,0.0,-0.000213,0.6117,False,False,,,,0.0,0.0,0,0.0,
AVGO,1.0,338.68,326.3183,0,0,15,-185.43,failure_to_follow,0.0,-0.0365,0.7105,False,False,,,,0.0,0.0,0,0.0,
QQQ,1.0,609.4925,611.07,0,0,8,12.62,ml_reversal,0.0,0.002588,0.6265,True,False,,,,0.0,0.0,0,0.0,
QQQ,1.0,603.275,610.1017,0,0,8,54.61,failure_to_follow,0.0,0.011316,0.3646,True,False,,,,0.0,0.0,0,0.0,
QQQ,1.0,602.6812,603.645,0,0,8,7.71,ml_reversal,0.0,0.001599,0.5688,True,False,,,,0.0,0.0,0,0.0,
QQQ,1.0,604.52,602.835,0,0,1,-1.68,failure_to_follow,0.0,-0.002787,0.3429,False,False,,,,0.0,0.0,0,0.0,
QQQ,1.0,603.49,604.2938,0,0,1,0.8,stop_loss,0.0,0.001332,0.3032,True,False,,,,0.0,0.0,0,0.0,
AMD,1.0,198.3081,197.65,0,0,27,-17.77,failure_to_follow,0.0,-0.003319,0.5959,False,False,,,,0.0,0.0,0,0.0,
COIN,1.0,204.2188,209.3045,0,0,26,132.23,ml_reversal,0.0,0.024903,0.6593,True,False,,,,0.0,0.0,0,0.0,
COIN,1.0,209.19,209.0913,0,0,13,-1.28,max_holding_period,0.0,-0.000472,0.7,False,False,,,,0.0,0.0,0,0.0,
COIN,1.0,209.08,209.7,0,0,4,2.48,failure_to_follow,0.0,0.002965,0.7,True,False,,,,0.0,0.0,0,0.0,
COIN,1.0,210.44,209.87,0,0,19,-10.83,failure_to_follow,0.0,-0.002709,0.6253,False,False,,,,0.0,0.0,0,0.0,
COIN,1.0,209.6811,204.7888,0,0,19,-92.95,max_loss_limit,0.0,-0.023332,0.5709,False,False,,,,0.0,0.0,0,0.0,
COIN,1.0,208.68,202.42,0,0,17,-106.42,max_loss_limit,0.0,-0.029998,0.6253,False,False,,,,0.0,0.0,0,0.0,
COIN,1.0,202.83,203.12,0,0,21,6.09,ml_reversal,0.0,0.00143,0.6284,True,False,,,,0.0,0.0,0,0.0,
COIN,1.0,203.19,202.6236,0,0,19,-10.76,failure_to_follow,0.0,-0.002788,0.4835,False,False,,,,0.0,0.0,0,0.0,
COIN,1.0,197.95,197.27,0,0,10,-6.8,max_loss_limit,0.0,-0.003435,0.6224,False,False,,,,0.0,0.0,0,0.0,
COIN,1.0,196.27,197.13,0,0,1,0.86,max_holding_period,0.0,0.004382,0.2607,True,False,,,,0.0,0.0,0,0.0,
COIN,1.0,196.76,195.36,0,0,16,-22.4,stop_loss,0.0,-0.007115,0.5809,False,False,,,,0.0,0.0,0,0.0,
COIN,1.0,195.66,197.24,0,0,1,1.58,eod_flatten,0.0,0.008075,0.3861,True,False,,,,0.0,0.0,0,0.0,
TSLA,1.0,404.8238,405.01,0,0,13,2.42,failure_to_follow,0.0,0.00046,0.507,True,False,,,,0.0,0.0,0,0.0,
TSLA,1.0,404.6254,404.26,0,0,13,-4.75,failure_to_follow,0.0,-0.000903,0.4137,False,False,,,,0.0,0.0,0,0.0,
TSLA,1.0,406.0923,406.3833,0,0,13,3.78,ml_reversal,0.0,0.000717,0.5667,True,False,,,,0.0,0.0,0,0.0,
TSLA,1.0,406.67,406.22,0,0,6,-2.7,stop_loss,0.0,-0.001107,0.7,False,False,,,,0.0,0.0,0,0.0,
TSLA,1.0,406.42,405.2,0,0,13,-15.86,ml_reversal,0.0,-0.003002,0.6031,False,False,,,,0.0,0.0,0,0.0,
TSLA,1.0,398.2892,404.95,0,0,13,86.59,stop_loss,0.0,0.016723,0.5134,True,False,,,,0.0,0.0,0,0.0,
MU,1.0,404.85,405.0908,0,0,13,3.13,failure_to_follow,0.0,0.000595,0.2474,True,False,,,,0.0,0.0,0,0.0,
MU,1.0,405.5,402.58,0,0,13,-37.96,stop_loss,0.0,-0.007201,0.2411,False,False,,,,0.0,0.0,0,0.0,
MU,1.0,407.2,405.09,0,0,13,-27.43,stop_loss,0.0,-0.005182,0.4927,False,False,,,,0.0,0.0,0,0.0,
MU,1.0,405.43,404.94,0,0,13,-6.37,failure_to_follow,0.0,-0.001209,0.4175,False,False,,,,0.0,0.0,0,0.0,
MU,1.0,400.9277,400.6123,0,0,13,-4.1,failure_to_follow,0.0,-0.000787,0.4234,False,False,,,,0.0,0.0,0,0.0,
MU,1.0,388.4177,388.7,0,0,13,3.67,failure_to_follow,0.0,0.000727,0.6444,True,False,,,,0.0,0.0,0,0.0,
INTC,1.0,45.08,44.99,0,0,120,-10.8,failure_to_follow,0.0,-0.001996,0.5715,False,False,,,,0.0,0.0,0,0.0,
INTC,1.0,44.81,44.56,0,0,120,-30.0,stop_loss,0.0,-0.005579,0.566,False,False,,,,0.0,0.0,0,0.0,
IWM,1.0,262.7825,262.3645,0,0,20,-8.36,failure_to_follow,0.0,-0.001591,0.3549,False,False,,,,0.0,0.0,0,0.0,
IWM,1.0,255.0233,254.8562,0,0,21,-3.51,stop_loss,0.0,-0.000655,0.6725,False,False,,,,0.0,0.0,0,0.0,
AAPL,1.0,264.0845,263.7,0,0,20,-7.69,failure_to_follow,0.0,-0.001456,0.5629,False,False,,,,0.0,0.0,0,0.0,
AAPL,1.0,256.932,256.47,0,0,20,-9.24,stop_loss,0.0,-0.001798,0.5711,False,False,,,,0.0,0.0,0,0.0,
XOM,1.0,149.65,149.39,0,0,36,-9.36,stop_loss,0.0,-0.001737,0.4331,False,False,,,,0.0,0.0,0,0.0,
XOM,1.0,150.04,149.74,0,0,35,-10.5,stop_loss,0.0,-0.001999,0.2201,False,False,,,,0.0,0.0,0,0.0,
XOM,1.0,149.69,149.58,0,0,36,-3.96,stop_loss,0.0,-0.000735,0.4934,False,False,,,,0.0,0.0,0,0.0,
XOM,1.0,149.97,150.2151,0,0,18,4.41,failure_to_follow,0.0,0.001635,0.7,True,False,,,,0.0,0.0,0,0.0,
XOM,1.0,150.28,149.81,0,0,35,-16.45,stop_loss,0.0,-0.003127,0.6331,False,False,,,,0.0,0.0,0,0.0,
XOM,1.0,150.17,151.0968,0,0,35,32.44,failure_to_follow,0.0,0.006171,0.5547,True,False,,,,0.0,0.0,0,0.0,
ABNB,1.0,137.64,137.5308,0,0,39,-4.26,failure_to_follow,0.0,-0.000794,0.2533,False,False,,,,0.0,0.0,0,0.0,
ABNB,1.0,135.84,135.7,0,0,39,-5.46,trailing_stop,0.0,-0.001031,0.5753,False,False,,,,0.0,0.0,0,0.0,
ABNB,1.0,135.45,135.59,0,0,39,5.46,ml_reversal,0.0,0.001034,0.5617,True,False,,,,0.0,0.0,0,0.0,
AMZN,1.0,214.7868,215.59,0,0,25,20.08,max_holding_period,0.0,0.00374,0.3491,True,False,,,,0.0,0.0,0,0.0,
AMZN,1.0,215.39,214.605,0,0,12,-9.42,stop_loss,0.0,-0.003645,0.7,False,False,,,,0.0,0.0,0,0.0,
AMZN,1.0,216.3225,216.7029,0,0,4,1.52,failure_to_follow,0.0,0.001759,0.7,True,False,,,,0.0,0.0,0,0.0,
AMZN,1.0,214.8442,216.93,0,0,24,50.06,ml_reversal,0.0,0.009709,0.3912,True,False,,,,0.0,0.0,0,0.0,
AMZN,1.0,216.55,216.0976,0,0,24,-10.86,stop_loss,0.0,-0.002089,0.6074,False,False,,,,0.0,0.0,0,0.0,
AMZN,1.0,216.4,217.7886,0,0,24,33.33,ml_reversal,0.0,0.006417,0.6031,True,False,,,,0.0,0.0,0,0.0,
AMZN,1.0,218.0392,217.56,0,0,24,-11.5,stop_loss,0.0,-0.002198,0.316,False,False,,,,0.0,0.0,0,0.0,
AMZN,1.0,217.3192,216.99,0,0,24,-7.9,ml_reversal,0.0,-0.001515,0.6062,False,False,,,,0.0,0.0,0,0.0,
AMZN,1.0,214.97,217.5124,0,0,1,2.54,failure_to_follow,0.0,0.011827,0.21,True,False,,,,0.0,0.0,0,0.0,
AMZN,1.0,215.55,215.37,0,0,1,-0.18,stop_loss,0.0,-0.000835,0.2793,False,False,,,,0.0,0.0,0,0.0,
AMZN,1.0,215.114,215.79,0,0,15,10.14,stop_loss,0.0,0.003143,0.3574,True,False,,,,0.0,0.0,0,0.0,
UBER,1.0,76.39,76.3593,0,0,70,-2.15,failure_to_follow,0.0,-0.000402,0.3361,False,False,,,,0.0,0.0,0,0.0,
UBER,1.0,76.52,76.45,0,0,70,-4.9,stop_loss,0.0,-0.000915,0.5156,False,False,,,,0.0,0.0,0,0.0,
UBER,1.0,76.75,75.63,0,0,70,-78.4,ml_reversal,0.0,-0.014593,0.4409,False,False,,,,0.0,0.0,0,0.0,
ADBE,1.0,274.57,274.09,0,0,19,-9.12,failure_to_follow,0.0,-0.001748,0.611,False,False,,,,0.0,0.0,0,0.0,
ADBE,1.0,273.53,273.62,0,0,19,1.71,ml_reversal,0.0,0.000329,0.5668,True,False,,,,0.0,0.0,0,0.0,
ADBE,1.0,282.38,273.11,0,0,1,-9.27,failure_to_follow,0.0,-0.032828,0.2481,False,False,,,,0.0,0.0,0,0.0,
NVDA,1.0,183.1514,183.1797,0,0,29,0.82,failure_to_follow,0.0,0.000154,0.4645,True,False,,,,0.0,0.0,0,0.0,
NVDA,1.0,181.4866,183.72,0,0,29,64.77,ml_reversal,0.0,0.012306,0.5864,True,False,,,,0.0,0.0,0,0.0,
NVDA,1.0,183.7129,183.1713,0,0,14,-7.58,stop_loss,0.0,-0.002948,0.7,False,False,,,,0.0,0.0,0,0.0,
NVDA,1.0,179.22,179.42,0,0,1,0.2,ml_reversal,0.0,0.001116,0.2365,True,False,,,,0.0,0.0,0,0.0,
NVDA,1.0,179.42,180.05,0,0,1,0.63,stop_loss,0.0,0.003511,0.2161,True,False,,,,0.0,0.0,0,0.0,
NVDA,1.0,182.06,182.0,0,0,29,-1.74,failure_to_follow,0.0,-0.00033,0.3199,False,False,,,,0.0,0.0,0,0.0,
NVDA,1.0,181.89,181.82,0,0,18,-1.26,stop_loss,0.0,-0.000385,0.5688,False,False,,,,0.0,0.0,0,0.0,
NVDA,1.0,181.42,180.94,0,0,1,-0.48,stop_loss,0.0,-0.002646,0.2753,False,False,,,,0.0,0.0,0,0.0,
NVDA,1.0,178.61,177.7833,0,0,18,-14.88,stop_loss,0.0,-0.004628,0.3345,False,False,,,,0.0,0.0,0,0.0,
SNOW,1.0,169.15,168.83,0,0,31,-9.92,stop_loss,0.0,-0.001892,0.8981,False,False,,,,0.0,0.0,0,0.0,
SNOW,1.0,169.49,168.67,0,0,32,-26.24,partial_take_profit,0.0,-0.004838,0.5613,False,False,,,,0.0,0.0,0,0.0,
SNOW,1.0,177.65,168.52,0,0,30,-273.9,trailing_stop,0.0,-0.051393,0.6006,False,False,,,,0.0,0.0,0,0.0,
XLE,1.0,56.03,56.04,0,0,96,0.96,failure_to_follow,0.0,0.000178,0.316,True,False,,,,0.0,0.0,0,0.0,
XLE,1.0,55.93,56.09,0,0,96,15.36,take_profit,0.0,0.002861,0.5802,True,False,,,,0.0,0.0,0,0.0,
XLE,1.0,56.02,56.21,0,0,48,9.12,partial_take_profit,0.0,0.003392,0.7,True,False,,,,0.0,0.0,0,0.0,
XLE,1.0,56.06,56.1401,0,0,16,1.28,trailing_stop,0.0,0.001429,0.7,True,False,,,,0.0,0.0,0,0.0,
XLE,1.0,56.1202,56.24,0,0,96,11.5,stop_loss,0.0,0.002135,0.3386,True,False,,,,0.0,0.0,0,0.0,
XLE,1.0,56.74,56.42,0,0,1,-0.32,partial_take_profit,0.0,-0.00564,0.2699,False,False,,,,0.0,0.0,0,0.0,
XLE,1.0,56.34,56.4,0,0,1,0.06,stop_loss,0.0,0.001065,0.2237,True,False,,,,0.0,0.0,0,0.0,
XLE,1.0,56.47,56.508,0,0,92,3.49,failure_to_follow,0.0,0.000673,0.5543,True,False,,,,0.0,0.0,0,0.0,
XLE,1.0,56.77,56.6,0,0,94,-15.98,stop_loss,0.0,-0.002995,0.3053,False,False,,,,0.0,0.0,0,0.0,
MSFT,1.0,408.3885,407.7092,0,0,13,-8.83,stop_loss,0.0,-0.001663,0.1842,False,False,,,,0.0,0.0,0,0.0,
MSFT,1.0,409.85,408.3292,0,0,12,-18.25,failure_to_follow,0.0,-0.003711,0.592,False,False,,,,0.0,0.0,0,0.0,
MSFT,1.0,407.23,406.9233,0,0,12,-3.68,ml_reversal,0.0,-0.000753,0.6142,False,False,,,,0.0,0.0,0,0.0,
MSFT,1.0,408.7525,406.0133,0,0,12,-32.87,stop_loss,0.0,-0.006701,0.6117,False,False,,,,0.0,0.0,0,0.0,
META,1.0,669.11,667.08,0,0,7,-14.21,failure_to_follow,0.0,-0.003034,0.4767,False,False,,,,0.0,0.0,0,0.0,
COST,1.0,1007.16,1007.47,0,0,4,1.24,ml_reversal,0.0,0.000308,0.6698,True,False,,,,0.0,0.0,0,0.0,
COST,1.0,981.83,1006.49,0,0,5,123.3,trailing_stop,0.0,0.025116,0.6043,True,False,,,,0.0,0.0,0,0.0,
COST,1.0,996.19,981.73,0,0,4,-57.84,ml_reversal,0.0,-0.014515,0.5918,False,False,,,,0.0,0.0,0,0.0,
COST,1.0,997.66,981.75,0,0,3,-47.73,trailing_stop,0.0,-0.015947,0.5793,False,False,,,,0.0,0.0,0,0.0,
COST,1.0,998.38,996.37,0,0,1,-2.01,failure_to_follow,0.0,-0.002013,0.7,False,False,,,,0.0,0.0,0,0.0,
COST,1.0,1000.48,1001.92,0,0,1,1.44,partial_take_profit,0.0,0.001439,0.7,True,False,,,,0.0,0.0,0,0.0,
CAT,1.0,716.05,715.15,0,0,6,-5.4,stop_loss,0.0,-0.001257,0.7592,False,False,,,,0.0,0.0,0,0.0,
CAT,1.0,700.55,699.19,0,0,7,-9.52,failure_to_follow,0.0,-0.001941,0.5522,False,False,,,,0.0,0.0,0,0.0,
GOOGL,1.0,300.03,299.18,0,0,17,-14.45,stop_loss,0.0,-0.002833,0.4554,False,False,,,,0.0,0.0,0,0.0,
GOOGL,1.0,299.7959,299.5,0,0,17,-5.03,failure_to_follow,0.0,-0.000987,0.4829,False,False,,,,0.0,0.0,0,0.0,
LLY,1.0,971.6,973.07,0,0,5,7.35,partial_take_profit,0.0,0.001513,0.612,True,False,,,,0.0,0.0,0,0.0,
LLY,1.0,974.18,973.21,0,0,2,-1.94,stop_loss,0.0,-0.000996,0.7,False,False,,,,0.0,0.0,0,0.0,
LLY,1.0,980.68,977.19,0,0,3,-10.47,stop_loss,0.0,-0.003559,0.8845,False,False,,,,0.0,0.0,0,0.0,
LLY,1.0,984.14,986.8,0,0,3,7.98,max_holding_period,0.0,0.002703,0.6232,True,False,,,,0.0,0.0,0,0.0,
XLK,1.0,138.98,139.3032,0,0,38,12.28,failure_to_follow,0.0,0.002325,0.4132,True,False,,,,0.0,0.0,0,0.0,
XLK,1.0,139.07,138.76,0,0,1,-0.31,stop_loss,0.0,-0.002229,0.29,False,False,,,,0.0,0.0,0,0.0,
XLK,1.0,138.52,137.97,0,0,1,-0.55,stop_loss,0.0,-0.003971,0.244,False,False,,,,0.0,0.0,0,0.0,
SPY,1.0,674.135,674.94,0,0,4,3.22,partial_take_profit,0.0,0.001194,0.4921,True,False,,,,0.0,0.0,0,0.0,
SPY,1.0,674.4675,674.75,0,0,4,1.13,stop_loss,0.0,0.000419,0.2166,True,False,,,,0.0,0.0,0,0.0,
SPY,1.0,673.7,675.07,0,0,1,1.37,partial_take_profit,0.0,0.002034,0.2236,True,False,,,,0.0,0.0,0,0.0,
SH,1.0,38.9999,38.97,1433,1482,85,-2.54,pyramid_cut_full_at_-2.5R,0.005,-0.000767,0.2716,False,False,alpha,chop,unknown,1.71,2.96,10,616.8,2026-03-30T18:37:23.373325+00:00
PSQ,1.0,32.7775,32.73,2082,2111,102,-4.85,pyramid_cut_full_at_-1.2R,0.000752,-0.001449,0.2681,False,False,alpha,chop,unknown,0.0,7.89,7,373.0,2026-03-31T14:16:21.908708+00:00
CRM,1.0,186.61,186.17,2073,2130,25,-11.0,stop_loss,0.000416,-0.002358,0.272,False,False,alpha,chop,unknown,25.75,1.0,13,734.3,2026-03-31T14:20:27.177910+00:00
NVDA,1.0,170.679,171.07,2119,2199,28,10.95,horizon_timeout,0.001641,0.002291,0.269,True,False,alpha,chop,unknown,17.39,4.21,18,1029.3,2026-03-31T14:35:15.356925+00:00
TSLA,1.0,365.0643,364.51,2124,2204,9,-4.99,pyramid_cut_partial_at_-0.8R,0.000497,-0.001518,0.2636,False,False,alpha,chop,unknown,6.53,15.69,18,1029.2,2026-03-31T14:36:19.876982+00:00
GOOGL,1.0,281.92,281.8445,2147,2227,11,-0.83,horizon_timeout,0.001291,-0.000268,0.2991,False,False,alpha,chop,unknown,6.93,0.33,18,1032.2,2026-03-31T14:41:15.643099+00:00
XLE,1.0,62.81,62.74,2325,2335,52,-3.64,pyramid_cut_full_at_-1.1R,0.001083,-0.001114,0.4712,False,False,alpha,chop,unknown,0.0,7.73,3,129.5,2026-03-31T15:04:19.150027+00:00
MSFT,1.0,363.36,363.5723,2306,2368,13,2.76,stop_loss,0.004673,0.000584,0.28,True,False,alpha,chop,unknown,9.56,3.74,13,796.2,2026-03-31T15:11:21.827350+00:00
AMD,1.0,200.44,199.82,2381,2401,16,-9.92,pyramid_cut_full_at_-1.8R,0.001931,-0.003093,0.28,False,False,alpha,chop,unknown,1.44,16.2,5,256.0,2026-03-31T15:18:23.226022+00:00
SPY,1.0,639.56,642.04,2325,2405,6,14.88,horizon_timeout,0.000766,0.003878,0.28,True,False,alpha,chop,unknown,14.46,2.86,18,1025.0,2026-03-31T15:19:14.620834+00:00
TSLA,1.0,365.32,365.0944,2348,2410,9,-2.03,stop_loss,0.000821,-0.000617,0.4652,False,False,alpha,chop,unknown,3.69,0.78,13,791.8,2026-03-31T15:20:18.654343+00:00
SH,1.0,38.495,38.49,2451,2485,86,-0.43,trailing_stop,0.000387,-0.00013,0.28,False,False,alpha,chop,unknown,5.56,5.07,8,437.8,2026-03-31T15:36:20.034186+00:00
XOM,1.0,173.5,173.54,2470,2527,28,1.12,stop_loss,0.000947,0.000231,0.28,True,False,alpha,chop,unknown,11.48,4.65,12,734.2,2026-03-31T15:45:20.752439+00:00
XLE,1.0,62.575,62.51,2517,2536,53,-3.45,pyramid_cut_full_at_-1.3R,0.000423,-0.001039,0.28,False,False,alpha,chop,unknown,0.0,7.75,5,244.6,2026-03-31T15:47:16.235334+00:00
AAPL,1.0,248.89,249.7724,2601,2681,21,18.53,horizon_timeout,0.000821,0.003545,0.28,True,False,alpha,chop,unknown,18.48,7.79,18,1028.3,2026-03-31T16:18:15.148618+00:00
GOOGL,1.0,281.92,282.0312,2690,2747,16,1.78,stop_loss,0.000825,0.000395,0.2663,True,False,alpha,chop,unknown,7.76,2.39,12,731.4,2026-03-31T16:32:21.484581+00:00
XLK,1.0,131.01,137.97,2783,2786,25,174.0,live_close,0.000338,0.053126,0.4211,True,False,alpha,chop,unknown,0.0,10.32,0,38.4,2026-03-31T16:40:41.297398+00:00
IWM,1.0,244.65,247.1385,2779,2808,13,32.35,trailing_stop,0.001333,0.010172,0.27,True,False,alpha,chop,unknown,49.92,7.67,7,370.3,2026-03-31T16:45:21.234016+00:00
QQQ,1.0,568.73,572.286,2774,2822,5,17.78,trailing_stop,0.001074,0.006253,0.267,True,False,alpha,chop,unknown,30.7,4.56,11,611.9,2026-03-31T16:48:18.621458+00:00
AMD,1.0,207.54,209.68,3026,3108,22,47.08,horizon_timeout,0.000853,0.010311,0.2768,True,False,alpha,trending_up,trending_up,57.1,13.21,18,1034.4,2026-04-02T14:24:20.772577+00:00
AMZN,1.0,209.055,210.12,3083,3164,22,23.43,horizon_timeout,0.000232,0.005094,0.28,True,False,alpha,trending_up,chop,13.09,0.38,18,1034.0,2026-04-02T14:36:19.355235+00:00
META,1.0,577.1637,573.8,3168,3178,5,-16.82,pyramid_cut_full_at_-1.3R,0.001195,-0.005828,0.4555,False,False,alpha,trending_up,trending_up,2.23,32.43,3,128.8,2026-04-02T14:39:19.357168+00:00
IWM,1.0,251.24,250.5557,3168,3192,13,-8.9,pyramid_cut_full_at_-1.5R,0.000711,-0.002724,0.4761,False,False,alpha,trending_up,high_vol,8.45,28.35,6,312.0,2026-04-02T14:42:22.568877+00:00
XLK,1.0,133.58,134.9793,3126,3197,40,55.97,stop_loss,0.001932,0.010475,0.28,True,False,alpha,trending_up,high_vol,80.8,59.67,16,916.7,2026-04-02T14:43:29.326902+00:00
AMD,1.0,212.98,212.1,3260,3289,15,-13.2,pyramid_cut_full_at_-1.3R,0.000995,-0.004132,0.28,False,False,alpha,trending_up,trending_up,9.15,37.07,7,371.1,2026-04-02T15:03:22.404159+00:00
AMD,1.0,214.34,214.2707,3326,3381,15,-1.04,failure_to_follow,0.002571,-0.000323,0.3284,False,False,alpha,chop,chop,5.7,23.79,12,677.1,2026-04-02T15:22:23.707660+00:00
XLE,1.0,59.45,59.35,3365,3400,55,-5.5,pyramid_cut_full_at_-1.4R,0.001056,-0.001682,0.28,False,False,alpha,chop,chop,0.55,11.58,8,431.2,2026-04-02T15:26:17.632420+00:00
XLK,1.0,135.55,135.37,3453,3478,24,-4.32,pyramid_cut_full_at_-1.3R,0.003266,-0.001328,0.28,False,False,alpha,chop,chop,0.96,9.35,6,308.2,2026-04-02T15:42:15.683572+00:00
AMZN,1.0,210.155,209.912,3502,3517,15,-3.64,pyramid_cut_full_at_-1.2R,0.001148,-0.001156,0.28,False,False,alpha,chop,chop,0.0,8.54,4,183.7,2026-04-02T15:50:15.054057+00:00
XLE,1.0,59.21,59.13,3541,3547,56,-4.48,pyramid_cut_full_at_-1.0R,0.000455,-0.001351,0.28,False,False,alpha,chop,chop,0.0,8.68,2,73.4,2026-04-02T15:56:20.417964+00:00
XLK,1.0,135.18,134.9492,3556,3611,24,-5.54,pyramid_cut_full_at_-1.7R,0.000741,-0.001708,0.28,False,False,alpha,chop,chop,5.28,10.63,12,673.5,2026-04-02T16:09:23.048433+00:00
SH,1.0,37.72,37.69,3929,3939,88,-2.64,pyramid_cut_full_at_-1.1R,0.000374,-0.000795,0.28,False,False,alpha,chop,chop,0.0,4.08,3,123.9,2026-04-02T17:16:15.863114+00:00
XLK,1.0,135.135,135.47,3919,4002,40,13.4,horizon_timeout,0.000721,0.002479,0.28,True,False,alpha,chop,chop,14.0,6.88,18,1024.6,2026-04-02T17:29:13.557817+00:00
XLK,1.0,135.348,135.2292,4050,4085,24,-2.85,pyramid_cut_full_at_-1.4R,0.000761,-0.000878,0.28,False,False,alpha,chop,chop,1.97,4.1,8,428.9,2026-04-02T17:46:16.905313+00:00
