spec,gap_months,horizon,asset,n,median,mean,minimum,maximum,negative_pct
expanding_complete_11dims,60,3,BusEq,8,-4.523474752003387,14.93052727237357,-30.638808660012884,127.244825363975,50.0
expanding_complete_11dims,60,3,CASH,8,-1.1655774100561234,-0.3260221843210468,-6.0944742311998645,9.194591522838213,62.5
expanding_complete_11dims,60,3,Enrgy,8,1.9528045582402176,15.190507716982463,-29.251901040909733,88.05208091316825,50.0
expanding_complete_11dims,60,3,GOLD,7,36.10142400464984,23.86791590511736,-33.27134226425006,69.80814353640743,28.57142857142857
expanding_complete_11dims,60,3,MKT,8,3.0446231225274962,10.41950085458758,-24.38158041531482,78.1209822178671,50.0
expanding_complete_11dims,60,3,Telcm,8,-0.6316757116220262,6.516048595934879,-38.31014553012236,109.6159617379434,50.0
expanding_complete_11dims,60,5,BusEq,8,29.956903708387646,33.62288025437806,-38.222425529089186,102.87674607905544,50.0
expanding_complete_11dims,60,5,CASH,8,-1.8852284160100818,0.905558163024442,-7.842233255425224,13.506486291213537,62.5
expanding_complete_11dims,60,5,Enrgy,8,42.425417516697266,41.999205107837795,-33.96638010210342,135.16475036194612,37.5
expanding_complete_11dims,60,5,GOLD,7,64.0570618313066,44.40138155830572,-42.99948032977993,109.00388556089835,28.57142857142857
expanding_complete_11dims,60,5,MKT,8,27.49952137021967,25.821826726266636,-31.845958273476928,73.13081304787414,25.0
expanding_complete_11dims,60,5,Telcm,8,11.676570745556159,9.366621845375793,-37.52424146606894,55.17773246865892,25.0
expanding_primary_same_backbone,24,1,BusEq,12,8.35222605837832,0.2425341662430339,-42.42834226268756,46.1521270011102,41.66666666666667
expanding_primary_same_backbone,24,1,CASH,12,-0.5819808526735415,-1.5669525811704517,-14.693494594759082,3.266870490428997,58.333333333333336
expanding_primary_same_backbone,24,1,Enrgy,12,9.96275257516145,7.9929030503844745,-31.385050310732886,67.51114077880945,41.66666666666667
expanding_primary_same_backbone,24,1,GOLD,9,-0.07154228256569528,1.3147871524166916,-16.844116463999516,23.0744575416991,55.55555555555556
expanding_primary_same_backbone,24,1,MKT,12,7.328086457152272,1.1247479826026385,-38.208969054362804,36.806491531451854,41.66666666666667
