NVDA,1.0,199.9943,201.94,26876,26879,10,19.46,reconciliation_adjustment,0.003,0.009729,0.5856,True,False,alpha+breakout,chop,chop,0.0,4.71,0,37.7,2026-04-24T13:28:47.295862+00:00
AMZN,1.0,259.52,255.21,26876,26879,5,-21.55,reconciliation_adjustment,0.003,-0.016608,0.616,False,False,alpha+breakout,chop,chop,0.0,6.25,0,37.7,2026-04-24T13:28:47.299397+00:00
NVDA,1.0,200.35,202.69,26885,26905,1,2.34,ml_reversal,0.01,0.01168,0.5,True,False,,unknown,chop,2.2,0.69,4,0.0,2026-04-24T13:34:27.330792+00:00
AMZN,1.0,258.708,258.91,26888,26946,5,1.01,trailing_stop,0.01,0.000781,0.5,True,False,,unknown,high_vol,9.61,0.43,13,0.0,2026-04-24T13:43:22.688636+00:00
LLY,1.0,887.45,883.0,27024,27065,1,-4.45,stop_loss,0.001219,-0.005014,0.4474,False,False,alpha,chop,chop,0.83,3.4,9,544.2,2026-04-24T14:09:18.803729+00:00
SPY,1.0,709.7825,709.645,27033,27150,4,-0.55,failure_to_follow,0.000687,-0.000194,0.3296,False,False,alpha,chop,chop,3.11,4.54,27,1571.0,2026-04-24T14:28:23.814975+00:00
AVGO,1.0,414.28,413.0,27104,27172,1,-1.28,failure_to_follow,0.002401,-0.00309,0.4269,False,False,alpha,chop,chop,-0.04,2.19,16,909.1,2026-04-24T14:33:15.078390+00:00
NVDA,1.0,205.15,208.06,27211,27281,4,11.64,take_profit,0.003,0.014185,0.6046,True,False,alpha+breakout,chop,chop,10.96,4.5,16,920.1,2026-04-24T14:57:25.023465+00:00
XLK,1.0,158.74,159.4733,27153,27285,3,2.2,max_holding_period,0.000804,0.00462,0.669,True,False,alpha+breakout,chop,chop,2.34,1.15,30,1752.7,2026-04-24T14:58:16.951928+00:00
AVGO,1.0,416.925,418.745,27211,27345,2,3.64,max_holding_period,0.003,0.004365,0.6407,True,False,alpha+breakout,chop,chop,3.85,2.11,30,1755.6,2026-04-24T15:11:20.446679+00:00
XLE,1.0,56.7,56.6,27321,27350,40,-4.0,stop_loss,0.003,-0.001764,0.6003,False,False,alpha+breakout,chop,chop,0.4,3.0,6,376.6,2026-04-24T15:12:24.920054+00:00
LLY,1.0,882.08,880.01,27412,27427,1,-2.07,pyramid_cut_full_at_-1.2R,0.003,-0.002347,0.5767,False,False,alpha+breakout,chop,chop,-0.58,4.22,4,195.1,2026-04-24T15:29:23.703959+00:00
XLK,1.0,159.8381,159.71,27503,27605,16,-2.05,stop_loss,0.003,-0.000802,0.71,False,False,alpha+breakout,chop,chop,4.35,0.45,22,1334.2,2026-04-24T16:08:20.453871+00:00
AMZN,1.0,262.27,262.5171,27503,27638,7,1.73,max_holding_period,0.003,0.000942,0.6941,True,False,alpha+breakout,chop,chop,4.69,5.91,30,1759.3,2026-04-24T16:15:25.550373+00:00
META,1.0,675.53,674.06,27604,27642,1,-1.47,pyramid_cut_full_at_-2.3R,0.003,-0.002176,0.6032,False,False,alpha+breakout,chop,chop,0.07,1.56,9,489.9,2026-04-24T16:16:17.538690+00:00
TSLA,1.0,374.52,374.39,27641,27693,1,-0.13,failure_to_follow,0.001237,-0.000347,0.4484,False,False,alpha,chop,chop,0.9,1.55,12,670.3,2026-04-24T16:27:14.915977+00:00
NVDA,1.0,209.92,209.9567,27688,27824,6,0.22,trailing_stop,0.003,0.000175,0.5821,True,False,alpha+breakout,chop,chop,5.52,3.87,30,1755.2,2026-04-24T16:55:25.790552+00:00
AAPL,1.0,270.51,270.13,27832,27874,10,-3.8,stop_loss,0.003,-0.001405,0.5951,False,False,alpha+breakout,chop,chop,0.35,3.14,9,547.2,2026-04-24T17:06:17.269014+00:00
GOOGL,1.0,343.8575,343.3075,27846,27935,4,-2.2,stop_loss,0.003,-0.001599,0.5698,False,False,alpha+breakout,chop,chop,1.19,1.92,19,1148.1,2026-04-24T17:19:22.534524+00:00
AVGO,1.0,420.47,419.24,27938,27954,4,-4.92,stop_loss,0.003,-0.002925,0.7148,False,False,alpha+breakout,chop,chop,-0.16,3.99,4,205.2,2026-04-24T17:23:27.614326+00:00
XOM,1.0,147.3428,147.34,27901,28023,25,-0.07,trailing_stop,0.003,-1.9e-05,0.5525,False,False,alpha+breakout,chop,chop,5.43,4.32,27,1570.5,2026-04-24T17:38:17.867090+00:00
TSLA,1.0,376.0744,376.5722,27985,28121,9,4.48,max_holding_period,0.003,0.001324,0.7616,True,False,alpha+breakout,chop,chop,7.52,9.64,30,1746.9,2026-04-24T17:59:15.738884+00:00
NVDA,1.0,208.83,208.6417,28152,28208,6,-1.13,trailing_stop,0.003,-0.000902,0.5509,False,False,alpha+breakout,chop,chop,2.55,3.05,13,735.4,2026-04-24T18:18:19.904711+00:00
IWM,1.0,277.0767,277.08,28221,28355,19,0.06,max_holding_period,0.003,1.2e-05,0.558,True,False,alpha+breakout,chop,chop,2.91,3.8,30,1752.6,2026-04-24T18:50:20.844853+00:00
QQQ,1.0,663.1443,663.54,28272,28406,5,1.98,max_holding_period,0.003,0.000597,0.5527,True,False,alpha+breakout,chop,chop,1.98,2.56,30,1752.9,2026-04-24T19:01:26.017338+00:00
WMT,1.0,129.86,129.8,28562,28586,21,-1.26,pyramid_cut_full_at_-1.2R,0.003,-0.000462,0.6231,False,False,alpha+breakout,chop,chop,0.21,4.52,6,311.3,2026-04-24T19:40:19.998906+00:00
